Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
6b68396a-abe7-4a06-a202-472fcfeac977,A,Naypyitaw,Normal,Male,Health and beauty,86.13,9,38.7585,813.93,4/25/2019,16:00:02,Credit card,465.1,42.86,348.83,8.3
0a4bc614-3884-49cb-b361-24dde9b0131d,C,Yangon,Normal,Female,Fashion accessories,14.84,1,0.742,15.58,4/24/2019,18:54:22,Ewallet,8.9,42.88,6.68,9.2
a58eb67d-42b7-4f25-a035-a20cb01684b3,C,Mandalay,Member,Female,Health and beauty,40.05,6,12.015,252.31,4/18/2019,2:04:58,Cash,144.18,42.86,108.13,9.2
330bf193-9866-4a8b-8204-3ac591193b93,A,Mandalay,Member,Male,Fashion accessories,77,10,38.5,808.5,4/3/2019,11:28:26,Credit card,462,42.86,346.5,5.6
98241e2b-d053-4adf-acec-ddd768889d48,A,Naypyitaw,Member,Female,Home and lifestyle,31.58,2,3.158,66.32,4/25/2019,14:13:32,Cash,37.9,42.85,28.42,6.3
9087bbe2-bea9-47b1-a74e-d2ac7c8907f8,A,Yangon,Member,Male,Electronic accessories,6.37,6,1.911,40.13,4/22/2019,11:59:37,Credit card,22.93,42.86,17.2,5.7
0c633330-d891-4daa-bebe-f8b100597a48,C,Yangon,Normal,Female,Sports and travel,92.47,9,41.6115,873.84,4/12/2019,5:39:18,Cash,499.34,42.86,374.5,7.5
d6ff0f71-5d96-4034-9acc-6a6866b783e7,A,Naypyitaw,Normal,Female,Health and beauty,62.28,3,9.342,196.18,4/22/2019,22:13:39,Ewallet,112.1,42.86,84.08,9.6
590f6e67-d48d-4d48-a046-e9e763f3c84a,B,Naypyitaw,Member,Female,Home and lifestyle,65.67,5,16.4175,344.77,4/5/2019,2:00:33,Cash,197.01,42.86,147.76,8.6
676aa68e-0969-43a5-a357-91454db3f571,B,Mandalay,Member,Male,Fashion accessories,31.07,10,15.535,326.24,4/11/2019,20:46:46,Ewallet,186.42,42.86,139.82,5
c90e257a-165d-413b-8d03-35a09506d868,A,Mandalay,Normal,Female,Electronic accessories,76.23,1,3.8115,80.04,4/17/2019,3:08:15,Ewallet,45.74,42.85,34.3,5.6
320b39d5-8e52-405f-9119-ba0fecacd563,A,Yangon,Member,Female,Fashion accessories,66.37,2,6.637,139.38,4/19/2019,17:15:39,Credit card,79.64,42.86,59.74,9.6
ed1ec63b-b243-47be-8b7d-6b3f72e3b985,A,Yangon,Normal,Male,Home and lifestyle,41.68,2,4.168,87.53,4/16/2019,12:42:28,Credit card,50.02,42.85,37.51,9.8
c61c5011-acef-45fc-aea9-7a912033eff0,B,Naypyitaw,Member,Male,Sports and travel,93.52,2,9.352,196.39,4/11/2019,3:31:43,Cash,112.22,42.86,84.17,5.2
1db32127-36e5-405c-8e2c-c0f49e3d3aea,C,Naypyitaw,Member,Female,Sports and travel,73.92,7,25.872,543.31,4/13/2019,0:49:46,Cash,310.46,42.86,232.85,6.7
56775dbc-3c5b-4f5c-ae6d-aae561880e5c,B,Naypyitaw,Member,Female,Food and beverages,43.4,5,10.85,227.85,4/10/2019,20:40:05,Credit card,130.2,42.86,97.65,5.1
ced282e0-d4d9-488b-a54f-81bce34e83f2,B,Naypyitaw,Member,Male,Fashion accessories,37.18,9,16.731,351.35,4/13/2019,18:57:18,Cash,200.77,42.86,150.58,7.5
65706d5b-a63e-4b53-a4e7-c131983d78ac,C,Yangon,Normal,Male,Home and lifestyle,87.7,6,26.31,552.51,4/28/2019,15:41:54,Credit card,315.72,42.86,236.79,5.2
d81d1501-6290-4153-9dcb-09cc111f5cf1,C,Mandalay,Member,Female,Health and beauty,81.19,4,16.238,341,4/9/2019,1:38:05,Credit card,194.86,42.86,146.14,8
c2ff4268-4a67-47c2-9137-a877b2549c00,A,Yangon,Member,Female,Food and beverages,75.1,9,33.795,709.69,4/13/2019,8:08:53,Cash,405.54,42.86,304.15,5.9
4508d33d-7711-45a0-8f77-b07a232b996e,A,Naypyitaw,Normal,Male,Fashion accessories,71.02,9,31.959,671.14,4/27/2019,6:37:41,Cash,383.51,42.86,287.63,7.2
51cf90c2-13ab-434a-b251-e1aaca0732ff,A,Yangon,Member,Female,Food and beverages,41.59,2,4.159,87.34,4/20/2019,20:03:38,Credit card,49.91,42.86,37.43,6.4
e823d697-e04a-447a-8020-157024c06250,A,Mandalay,Member,Male,Home and lifestyle,36.82,6,11.046,231.97,4/4/2019,6:56:56,Ewallet,132.55,42.86,99.42,9.1
b2115b86-194a-459d-b79d-775d4f052999,A,Naypyitaw,Normal,Female,Sports and travel,76.56,10,38.28,803.88,4/18/2019,11:05:32,Credit card,459.36,42.86,344.52,6.3
47a95e9a-b232-4d3c-918b-919ec0750fef,C,Mandalay,Normal,Male,Home and lifestyle,9.64,6,2.892,60.73,4/21/2019,19:04:35,Credit card,34.7,42.86,26.03,8.7
d6b7507f-dd94-4b42-b49a-6c865d2bbd76,A,Yangon,Member,Male,Home and lifestyle,31.23,7,10.9305,229.54,4/8/2019,22:47:42,Credit card,131.17,42.86,98.37,9.7
463907d8-f63d-4f17-8d55-7d5539ff91e9,A,Naypyitaw,Normal,Male,Home and lifestyle,55.86,7,19.551,410.57,4/5/2019,20:04:31,Cash,234.61,42.86,175.96,8.5
3599d07b-d513-48dc-ab2d-be7b43de5f80,B,Mandalay,Member,Female,Electronic accessories,11.68,10,5.84,122.64,4/7/2019,11:57:16,Cash,70.08,42.86,52.56,9.4
7d73a079-9a14-49a3-be7d-9cddec0d3a96,B,Yangon,Normal,Male,Home and lifestyle,86.51,10,43.255,908.36,4/4/2019,0:40:42,Cash,519.06,42.86,389.3,7.8
b843f3dd-4631-4444-bd4d-ae4c1a9d9a0c,B,Yangon,Member,Female,Home and lifestyle,13.18,4,2.636,55.36,4/27/2019,1:04:40,Ewallet,31.63,42.86,23.73,6.2
88fcd945-52c5-4ed2-848c-1aceeb78f140,C,Yangon,Normal,Male,Health and beauty,64,2,6.4,134.4,4/22/2019,23:23:52,Ewallet,76.8,42.86,57.6,8.6
d6a32817-8ce0-4fe9-9be3-118c2c35a56f,B,Mandalay,Member,Male,Home and lifestyle,21.26,7,7.441,156.26,4/1/2019,8:13:33,Credit card,89.29,42.86,66.97,9.9
5a320922-dac1-43ce-846a-d299b2193dea,B,Mandalay,Normal,Male,Health and beauty,68.77,4,13.754,288.83,4/1/2019,8:09:46,Cash,165.05,42.86,123.78,9.2
429004fc-db05-44c2-b497-77996eb6d449,C,Naypyitaw,Normal,Female,Fashion accessories,32.82,7,11.487,241.23,4/11/2019,22:14:59,Credit card,137.84,42.86,103.39,9.3
d6ddef1b-637d-4fcf-963f-dc4295702e36,C,Naypyitaw,Member,Male,Fashion accessories,61.26,1,3.063,64.32,4/21/2019,8:38:31,Cash,36.76,42.85,27.56,8.6
02aafe48-1140-4ecd-ba88-038f215f0c10,B,Yangon,Member,Male,Fashion accessories,6.16,7,2.156,45.28,4/9/2019,15:52:51,Credit card,25.87,42.87,19.41,8
503c2ec7-34b0-4ebe-b3ec-105a8db07c0a,C,Mandalay,Member,Female,Fashion accessories,50.14,5,12.535,263.24,4/15/2019,23:09:50,Ewallet,150.42,42.86,112.82,7.6
66834b77-3581-4bf0-b3db-ece53a094417,A,Yangon,Normal,Female,Sports and travel,91.03,1,4.5515,95.58,4/25/2019,4:04:07,Credit card,54.62,42.85,40.96,6.2
3e5f6353-5697-4cba-9c01-2ffb39ce6769,C,Mandalay,Normal,Male,Health and beauty,18.51,1,0.9255,19.44,4/15/2019,0:33:02,Ewallet,11.11,42.85,8.33,5
0e5d667b-10f9-46dc-b1da-894f865ddcf3,B,Naypyitaw,Member,Male,Electronic accessories,38.35,5,9.5875,201.34,4/2/2019,7:43:16,Cash,115.05,42.86,86.29,5.4
68962195-4040-4f1f-956b-911857641d72,A,Yangon,Member,Female,Home and lifestyle,93.35,6,28.005,588.1,4/23/2019,5:45:28,Cash,336.06,42.86,252.04,8.4
74126d2e-ea62-4699-a58b-17289ddd3a28,A,Naypyitaw,Member,Male,Electronic accessories,60.05,10,30.025,630.52,4/11/2019,1:21:51,Ewallet,360.3,42.86,270.22,8.5
20c41229-bc11-44ce-99a4-892439429a52,A,Yangon,Normal,Male,Food and beverages,6.96,2,0.696,14.62,4/2/2019,19:41:25,Ewallet,8.35,42.89,6.27,6.8
58953b47-4664-4ec6-a51d-cdb3f6c0b426,B,Yangon,Normal,Male,Sports and travel,7.56,2,0.756,15.88,4/10/2019,8:09:30,Ewallet,9.07,42.88,6.81,8.7
ee479aa6-719f-4979-a0c6-86a184430d54,B,Mandalay,Normal,Male,Sports and travel,54.61,1,2.7305,57.34,4/10/2019,5:38:22,Cash,32.77,42.85,24.57,5.4
67a4ac5d-c805-4951-9610-31247505afe3,C,Yangon,Normal,Female,Food and beverages,64.04,1,3.202,67.24,4/12/2019,23:58:31,Cash,38.42,42.86,28.82,8.5
d654d360-07f6-43ac-9870-386cfd456810,C,Naypyitaw,Normal,Male,Sports and travel,71.81,10,35.905,754,4/21/2019,22:54:27,Ewallet,430.86,42.86,323.14,5.4
20f90bff-0e85-45d5-b14e-1678bf141ed7,C,Naypyitaw,Member,Male,Food and beverages,54.46,6,16.338,343.1,4/24/2019,1:24:17,Cash,196.06,42.86,147.04,6.3
285cf5a7-8fee-4b4e-b103-fe851b0aa974,B,Yangon,Normal,Female,Fashion accessories,63.6,5,15.9,333.9,4/26/2019,20:49:01,Credit card,190.8,42.86,143.1,7.1
77d7b394-cae4-4433-a0d3-2e69e2ddc122,B,Yangon,Normal,Male,Home and lifestyle,28.31,4,5.662,118.9,4/22/2019,7:58:02,Cash,67.94,42.86,50.96,6
2a70ec34-542d-40d2-a024-b369532e8fd8,C,Mandalay,Normal,Female,Electronic accessories,45.58,5,11.395,239.29,4/22/2019,8:05:10,Credit card,136.74,42.86,102.55,8.4
0c9d0ed0-8d79-49e0-b47f-ec669b9a33cc,A,Mandalay,Normal,Female,Health and beauty,90.34,7,31.619,664,4/18/2019,17:37:00,Credit card,379.43,42.86,284.57,7.8
69f05380-57d6-4150-ba6c-de873e6f2d8c,A,Yangon,Normal,Male,Food and beverages,44.67,10,22.335,469.04,4/19/2019,10:35:49,Ewallet,268.02,42.86,201.02,9.9
d498d0a2-0938-4764-addb-e9198e0c4acf,C,Yangon,Member,Male,Home and lifestyle,95.07,9,42.7815,898.41,4/23/2019,12:47:15,Ewallet,513.38,42.86,385.03,8.5
8e91f4e0-6093-4eb2-8294-faada1c810c2,B,Mandalay,Member,Female,Home and lifestyle,24.16,4,4.832,101.47,4/20/2019,0:48:00,Cash,57.98,42.86,43.49,8.6
684ccd0b-94cb-48bb-930b-c228050eaaa5,B,Naypyitaw,Member,Male,Fashion accessories,44,8,17.6,369.6,4/3/2019,10:27:09,Credit card,211.2,42.86,158.4,6.6
30431304-aff6-4252-a256-a9c812407e0b,A,Naypyitaw,Normal,Female,Electronic accessories,66.36,7,23.226,487.75,4/10/2019,21:45:29,Cash,278.71,42.86,209.04,6.3
43d49e9c-9a54-4719-b100-75345faf0406,C,Yangon,Normal,Female,Health and beauty,30.47,2,3.047,63.99,4/10/2019,10:58:28,Cash,36.56,42.87,27.43,6.7
f26d3a32-7e4e-467d-9539-a269f30cace0,A,Naypyitaw,Normal,Female,Electronic accessories,49.38,9,22.221,466.64,4/12/2019,18:42:11,Cash,266.65,42.86,199.99,9
b0f11161-22f4-4250-99ce-f116c9dbab10,B,Mandalay,Normal,Male,Health and beauty,75.56,5,18.89,396.69,4/15/2019,22:06:09,Cash,226.68,42.86,170.01,6.9
295b69d7-bff3-4f38-867e-048013cf3d04,A,Mandalay,Normal,Female,Home and lifestyle,27.72,10,13.86,291.06,4/17/2019,1:10:20,Credit card,166.32,42.86,124.74,5.5
75e7146e-60c9-4d09-a894-d872e28214cc,C,Mandalay,Normal,Male,Food and beverages,5.5,3,0.825,17.32,4/15/2019,6:23:06,Ewallet,9.9,42.84,7.42,6.1
9771eee5-2e29-4d67-ab26-68afd1bd4d95,A,Yangon,Normal,Male,Fashion accessories,73.38,4,14.676,308.2,4/12/2019,14:13:10,Ewallet,176.11,42.86,132.09,6.3
cdc57321-7a22-4978-a369-d83afad150e2,B,Yangon,Normal,Male,Sports and travel,76.83,4,15.366,322.69,4/14/2019,17:49:25,Credit card,184.39,42.86,138.3,7.8
32cc258d-3480-42e1-82c4-2a6dca17d3b1,A,Naypyitaw,Normal,Male,Fashion accessories,65.13,4,13.026,273.55,4/8/2019,15:23:34,Cash,156.31,42.86,117.24,8.7
32fe4388-6f78-4843-8c13-34ce090ea974,B,Naypyitaw,Member,Male,Health and beauty,61.55,3,9.2325,193.88,4/2/2019,7:08:47,Cash,110.79,42.86,83.09,8.7
863abf11-e4cd-4666-bb2d-b2014b19b202,B,Mandalay,Normal,Female,Sports and travel,85.09,4,17.018,357.38,4/22/2019,19:58:20,Cash,204.22,42.86,153.16,8.3
300f524a-8c24-4999-a5aa-ff0982c78a36,A,Naypyitaw,Member,Female,Home and lifestyle,21.88,3,3.282,68.92,4/11/2019,8:46:55,Cash,39.38,42.86,29.54,9.8
b3b46196-6d9c-47c0-8d27-60dd4816b5c3,A,Mandalay,Member,Male,Fashion accessories,71.62,2,7.162,150.4,4/22/2019,13:51:28,Ewallet,85.94,42.86,64.46,8
755df68c-eb14-4ac7-86cf-4e57bdeaf427,A,Mandalay,Member,Female,Fashion accessories,60,4,12,252,4/28/2019,16:53:51,Cash,144,42.86,108,9.1
13d6499d-0446-4ebc-99ff-5d217a5746f8,B,Naypyitaw,Normal,Female,Food and beverages,36.39,1,1.8195,38.21,4/25/2019,6:15:05,Cash,21.83,42.87,16.38,9
af433e5c-1e09-436d-a53f-4a8df44be6fc,A,Naypyitaw,Normal,Male,Home and lifestyle,70.11,6,21.033,441.69,4/17/2019,12:17:41,Cash,252.4,42.86,189.29,9.1
f442b951-dffc-4951-a467-c664cfdecc25,C,Mandalay,Normal,Female,Food and beverages,52.52,7,18.382,386.02,4/7/2019,8:31:34,Credit card,220.58,42.86,165.44,9.1
0039d372-7a1a-4ef9-a3d5-2ee7371aca3e,C,Mandalay,Normal,Female,Health and beauty,37.66,1,1.883,39.54,4/10/2019,12:36:00,Ewallet,22.6,42.84,16.94,7.1
39754b0a-2d40-4487-8c6b-b45fd72dcc22,C,Mandalay,Normal,Male,Electronic accessories,38.01,2,3.801,79.82,4/19/2019,5:17:24,Cash,45.61,42.86,34.21,7.5
2ea7da3b-f9df-4649-956e-d06ffeedab5e,C,Naypyitaw,Normal,Male,Sports and travel,27.06,5,6.765,142.06,4/21/2019,23:17:00,Cash,81.18,42.86,60.88,7.3
559cd06d-30b7-44a5-a91b-d4373db5ffee,C,Mandalay,Member,Female,Food and beverages,71.31,1,3.5655,74.88,4/25/2019,16:02:50,Cash,42.79,42.86,32.09,8.6
d927b3d1-5a5d-4ad8-81fa-8962ce82a0c4,A,Yangon,Member,Female,Food and beverages,30.07,3,4.5105,94.72,4/19/2019,16:51:02,Credit card,54.13,42.85,40.59,5.8
73651788-b44c-43e5-be6d-abc6812f56fb,A,Mandalay,Member,Male,Home and lifestyle,30.69,9,13.8105,290.02,4/16/2019,9:12:08,Ewallet,165.73,42.86,124.29,8.7
8e2b555f-9c89-48ea-918f-e5d8358c0daa,A,Mandalay,Normal,Female,Fashion accessories,19.99,3,2.9985,62.97,4/2/2019,22:12:02,Credit card,35.98,42.86,26.99,5.1
212e6d3b-a366-46c4-8303-c3ca70c24e1f,B,Naypyitaw,Normal,Female,Health and beauty,7.49,8,2.996,62.92,4/19/2019,0:21:47,Cash,35.95,42.86,26.97,5.6
f174405d-bb41-46ee-bc54-9a12038594c9,C,Naypyitaw,Member,Female,Health and beauty,42.63,10,21.315,447.62,4/25/2019,3:23:27,Ewallet,255.78,42.86,191.84,9.6
78c317c3-9eae-4f30-8c0f-57a4fdb0e5b8,B,Naypyitaw,Normal,Male,Fashion accessories,89.11,7,31.1885,654.96,4/25/2019,13:30:28,Cash,374.26,42.86,280.7,9.2
ebd610a1-bf16-4cb5-9b3f-0c9f787c832c,C,Mandalay,Normal,Female,Health and beauty,37.68,8,15.072,316.51,4/13/2019,14:45:06,Cash,180.86,42.86,135.65,7.3
29356761-9cbf-45c9-8bbc-d92a6fffc2eb,C,Naypyitaw,Normal,Male,Electronic accessories,21.49,4,4.298,90.26,4/10/2019,8:03:34,Ewallet,51.58,42.85,38.68,9.1
a720db36-faef-46bd-9de7-bd47b573281f,C,Mandalay,Member,Male,Food and beverages,45.52,6,13.656,286.78,4/18/2019,20:42:28,Cash,163.87,42.86,122.91,5.7
0c65af7f-1028-4e5e-961b-6a4023a882b7,C,Mandalay,Normal,Female,Fashion accessories,76.38,3,11.457,240.6,4/27/2019,1:16:03,Cash,137.48,42.86,103.12,5.6
70547746-bdf9-4a30-acf9-9ef3706e7bad,B,Naypyitaw,Normal,Male,Sports and travel,87.71,7,30.6985,644.67,4/17/2019,21:33:00,Ewallet,368.38,42.86,276.29,6.9
d72f3ee1-6556-494f-b069-27028ddfadc1,A,Naypyitaw,Normal,Female,Sports and travel,23.43,9,10.5435,221.41,4/18/2019,20:43:29,Ewallet,126.52,42.86,94.89,9.7
3067159c-e36c-404c-bc0b-3dcdc7ad5788,A,Mandalay,Normal,Female,Fashion accessories,61.16,9,27.522,577.96,4/27/2019,18:44:01,Credit card,330.26,42.86,247.7,7.6
7ff0b680-40a3-4068-809b-7186bee54d13,A,Mandalay,Normal,Female,Electronic accessories,73.07,6,21.921,460.34,4/5/2019,13:30:03,Credit card,263.05,42.86,197.29,9.2
422214bd-e767-492f-83f0-58499d85bf5a,C,Mandalay,Member,Female,Fashion accessories,93.29,4,18.658,391.82,4/20/2019,11:28:54,Credit card,223.9,42.86,167.92,6.6
cc758480-b7d5-4803-aa8d-3648d959a6aa,A,Mandalay,Member,Female,Food and beverages,22.69,6,6.807,142.95,4/15/2019,16:50:27,Cash,81.68,42.86,61.27,5.5
e5d9cb74-8904-4ce4-b34a-3a40ada5204b,B,Yangon,Member,Male,Health and beauty,50.37,2,5.037,105.78,4/16/2019,10:46:35,Ewallet,60.44,42.86,45.34,7.4
5ccd1cb2-da63-4cd6-b21d-d73c122c429a,A,Yangon,Member,Male,Electronic accessories,46.59,9,20.9655,440.28,4/5/2019,1:13:41,Cash,251.59,42.86,188.69,7.2
ff5f094a-cc2b-4875-8916-85436b2952d0,B,Mandalay,Member,Female,Food and beverages,69.15,10,34.575,726.08,4/12/2019,2:07:41,Ewallet,414.9,42.86,311.18,8.6
20e1e392-246e-4081-be16-e9730bcdc8e7,B,Yangon,Member,Female,Food and beverages,38.36,6,11.508,241.67,4/17/2019,11:31:42,Cash,138.1,42.86,103.57,5.1
422e2718-ce57-4c9e-8ff5-97b19b6748f3,C,Mandalay,Member,Female,Food and beverages,15.77,2,1.577,33.12,4/27/2019,0:38:45,Cash,18.92,42.87,14.2,5.9
2062403a-965e-4a45-b1f6-faabb40212f5,C,Yangon,Member,Female,Health and beauty,18.91,9,8.5095,178.7,4/17/2019,21:57:12,Credit card,102.11,42.86,76.59,8.4
c0c3e99d-3a78-4ec7-a2cd-cf30f0ff8987,A,Naypyitaw,Normal,Male,Sports and travel,44.01,4,8.802,184.84,4/10/2019,2:00:21,Credit card,105.62,42.86,79.22,5.9
2181e632-deef-48a9-8201-61acc68aa21a,C,Naypyitaw,Member,Female,Health and beauty,38.09,6,11.427,239.97,4/17/2019,7:39:05,Ewallet,137.12,42.86,102.85,7.7
7d4723c7-7804-4bf6-a852-f2a095435cc0,C,Mandalay,Normal,Male,Sports and travel,85.04,6,25.512,535.75,4/11/2019,17:20:04,Cash,306.14,42.86,229.61,6.5
325c0c06-d4e0-455a-9f57-e542b91703e3,A,Naypyitaw,Normal,Female,Health and beauty,27.46,10,13.73,288.33,4/18/2019,0:59:27,Credit card,164.76,42.86,123.57,6.3
069ca8ac-14ea-4088-a14e-880dcc9c5c3a,A,Naypyitaw,Member,Male,Sports and travel,73.13,2,7.313,153.57,4/2/2019,6:37:12,Cash,87.76,42.85,65.81,8.3
949a3f45-bb56-4b72-9dfb-2d97cb73688d,C,Yangon,Normal,Male,Health and beauty,13.89,6,4.167,87.51,4/28/2019,7:22:58,Credit card,50,42.86,37.51,6.7
e806a490-8557-47ce-a3ed-ec0968a79691,C,Naypyitaw,Normal,Female,Home and lifestyle,92.32,5,23.08,484.68,4/24/2019,17:32:18,Cash,276.96,42.86,207.72,9.4
e818ebcf-7f52-4983-b84e-64adbd48bf8b,A,Naypyitaw,Normal,Female,Electronic accessories,6.12,6,1.836,38.56,4/22/2019,15:48:32,Ewallet,22.03,42.87,16.53,5.8
a276da6a-3798-4484-a85c-2bbf5fef607f,B,Naypyitaw,Member,Female,Food and beverages,37.95,10,18.975,398.48,4/1/2019,15:34:33,Ewallet,227.7,42.86,170.78,6.5
b46b3aec-8b42-495e-9090-953800028c8e,C,Yangon,Member,Female,Health and beauty,59.28,6,17.784,373.46,4/21/2019,18:24:18,Credit card,213.41,42.86,160.05,8.9
4d683ed8-e32f-47a4-a953-c803aa8b31f1,A,Naypyitaw,Member,Male,Sports and travel,38.78,5,9.695,203.59,4/7/2019,11:06:33,Credit card,116.34,42.86,87.25,8.9
8730736a-9288-4004-814a-584e5da94fff,A,Yangon,Member,Male,Food and beverages,39.79,5,9.9475,208.9,4/14/2019,18:26:14,Ewallet,119.37,42.86,89.53,5.4
4d840409-e74f-4498-90e8-202e7ce68067,B,Yangon,Member,Male,Food and beverages,80.38,10,40.19,843.99,4/4/2019,11:17:49,Ewallet,482.28,42.86,361.71,5.2
dd001f62-ff91-4361-92ee-f3e0c753a579,A,Yangon,Member,Male,Home and lifestyle,38.05,6,11.415,239.71,4/12/2019,1:28:01,Credit card,136.98,42.86,102.73,9.5
f693446d-b38f-4965-afc4-095b523d29f7,B,Mandalay,Normal,Female,Home and lifestyle,95.38,4,19.076,400.6,4/21/2019,19:22:33,Cash,228.91,42.86,171.69,5.2
a565525b-9b3b-4d48-a3c4-1aca6f4f7067,C,Yangon,Normal,Male,Home and lifestyle,20.79,7,7.2765,152.81,4/28/2019,1:29:17,Cash,87.32,42.86,65.49,9.5
7ebbbb6f-1f97-4ddd-addf-a58450d243fa,C,Mandalay,Normal,Female,Food and beverages,34.21,5,8.5525,179.6,4/25/2019,12:54:03,Credit card,102.63,42.86,76.97,7.1
19d6f4f2-e304-4629-84c0-c918d1379778,B,Naypyitaw,Normal,Male,Sports and travel,69.95,6,20.985,440.69,4/4/2019,14:36:50,Ewallet,251.82,42.86,188.87,6.3
a6abb3ea-cf3d-4a82-80bb-b33d3d8484ef,B,Yangon,Normal,Male,Health and beauty,57.26,7,20.041,420.86,4/28/2019,22:52:06,Ewallet,240.49,42.86,180.37,7
025e43db-4d1f-4f4b-940a-96567f3fa39c,C,Mandalay,Member,Female,Health and beauty,6.66,9,2.997,62.94,4/28/2019,5:32:23,Ewallet,35.96,42.87,26.98,6
4d2e8b35-427e-4db0-86d3-ad31a638d48f,B,Naypyitaw,Member,Male,Food and beverages,79.94,7,27.979,587.56,4/8/2019,0:55:43,Credit card,335.75,42.86,251.81,7.6
00f0ba4f-37ce-44e4-9b4c-dd4f877be363,B,Naypyitaw,Member,Female,Health and beauty,19.28,8,7.712,161.95,4/21/2019,7:39:22,Ewallet,92.54,42.86,69.41,7.9
feb40c34-9107-47b1-9ff3-0e3ff06b63e0,B,Mandalay,Normal,Female,Food and beverages,81.87,10,40.935,859.63,4/20/2019,17:55:01,Ewallet,491.22,42.86,368.41,5
3bc510ca-8c1a-4aa4-ba58-2fc9b40a67dc,A,Yangon,Member,Male,Home and lifestyle,22.05,9,9.9225,208.37,4/14/2019,10:10:47,Credit card,119.07,42.86,89.3,7.4
79f032d3-1ebd-4ff6-85c3-b549062dbdce,A,Yangon,Normal,Male,Food and beverages,90.11,10,45.055,946.15,4/21/2019,22:57:09,Cash,540.66,42.86,405.49,7.1
a97e5795-075a-40c8-8fd9-acbd49502a90,C,Mandalay,Normal,Female,Fashion accessories,92.64,1,4.632,97.27,4/13/2019,6:48:54,Cash,55.58,42.86,41.69,5.3
07ad6343-7fc3-4d8b-9e6e-c6b1fa9a1232,A,Naypyitaw,Normal,Female,Health and beauty,31.07,1,1.5535,32.62,4/3/2019,7:07:45,Cash,18.64,42.86,13.98,9.7
6d2f2bb6-fa5a-4b49-b4bc-ca3c5ded5bd5,A,Naypyitaw,Normal,Male,Sports and travel,46.66,3,6.999,146.98,4/24/2019,21:48:47,Cash,83.99,42.86,62.99,6.1
9f683aad-4c2a-4531-9555-fa27bfc57c0b,B,Naypyitaw,Member,Male,Sports and travel,71.99,8,28.796,604.72,4/19/2019,18:03:28,Cash,345.55,42.86,259.17,9
2f06f794-e3dc-4fff-917a-e85847379a53,B,Mandalay,Member,Female,Fashion accessories,89.16,10,44.58,936.18,4/12/2019,13:22:50,Ewallet,534.96,42.86,401.22,5.5
56880db9-2f39-492f-befd-2d13c2a9bae2,B,Naypyitaw,Member,Male,Health and beauty,88.8,3,13.32,279.72,4/10/2019,11:25:46,Ewallet,159.84,42.86,119.88,9.7
fa45678b-d59e-4ed3-aeac-c36a1b04fa51,C,Naypyitaw,Normal,Male,Health and beauty,19.77,4,3.954,83.03,4/1/2019,23:03:47,Cash,47.45,42.85,35.58,9.2
b2b3160e-d611-4edf-b8b6-314132877500,C,Yangon,Member,Female,Sports and travel,19.59,7,6.8565,143.99,4/16/2019,1:25:07,Ewallet,82.28,42.86,61.71,6.8
d754a18d-94d7-4837-9cf9-71d3419bef69,A,Yangon,Member,Female,Food and beverages,94.07,10,47.035,987.73,4/15/2019,13:02:21,Ewallet,564.42,42.86,423.31,7
9d8befd1-0669-4eff-b945-3d817751fbb5,A,Mandalay,Member,Male,Fashion accessories,95.85,10,47.925,1006.42,4/28/2019,7:06:31,Credit card,575.1,42.86,431.32,9.7
97678def-b51a-4a79-baf4-f5f803f6777e,C,Mandalay,Normal,Male,Home and lifestyle,49.01,3,7.3515,154.38,4/2/2019,21:40:06,Credit card,88.22,42.86,66.16,8.2
b8037341-f27a-44b2-8a51-ec6d870f153f,B,Naypyitaw,Member,Male,Health and beauty,84.63,10,42.315,888.62,4/1/2019,16:42:04,Cash,507.78,42.86,380.84,8.4
021c8975-5e76-49ae-b8f7-144b65db7910,C,Naypyitaw,Member,Female,Electronic accessories,42.9,1,2.145,45.05,4/26/2019,13:45:01,Credit card,25.74,42.86,19.31,9.5
9589cc51-bb2a-4983-a344-d8a4315c05e8,A,Mandalay,Normal,Male,Home and lifestyle,97.06,2,9.706,203.83,4/28/2019,19:50:10,Credit card,116.47,42.86,87.36,5.6
4789cc78-5cad-44d3-8745-4dd74458185b,A,Mandalay,Normal,Male,Fashion accessories,8.68,4,1.736,36.46,4/19/2019,18:29:42,Credit card,20.83,42.87,15.63,6.9
fc298021-1627-468d-bbfb-c4a272ba202f,B,Mandalay,Member,Male,Electronic accessories,84.07,7,29.4245,617.91,4/10/2019,16:29:34,Cash,353.09,42.86,264.82,7.4
b51dddbc-6394-4fe6-a541-7cb9a6037e2b,B,Yangon,Normal,Female,Home and lifestyle,28.99,3,4.3485,91.32,4/13/2019,15:50:09,Ewallet,52.18,42.86,39.14,8.2
427701c8-e0f0-4103-a4e9-fbcaaa15291f,C,Naypyitaw,Member,Male,Health and beauty,72.28,2,7.228,151.79,4/18/2019,9:09:20,Cash,86.74,42.86,65.05,7.4
473aa2ed-5795-4f59-ab56-5ddea8114994,C,Yangon,Normal,Male,Fashion accessories,26.99,7,9.4465,198.38,4/11/2019,15:11:26,Cash,113.36,42.86,85.02,6.9
